fips,week,cases,totcases,rate,temp
1003,2/8/2021,552,18763,253.19,57.27
1003,2/1/2021,878,18211,402.71,59.16
1003,1/25/2021,987,17333,452.71,45.19
1003,1/18/2021,929,16346,426.1,45.13
1003,1/11/2021,1230,15417,564.16,55.76
1003,1/4/2021,1225,14187,561.87,51.58
1003,12/28/2020,1010,12962,463.26,49.81
1003,12/21/2020,1054,11952,483.44,54.54
1003,12/14/2020,1077,10898,493.99,48.69
1003,12/7/2020,931,9821,427.02,58.93
1003,11/30/2020,621,8890,284.83,60.89
1003,11/23/2020,573,8269,262.82,67.34
1003,11/16/2020,433,7696,198.6,66.83
1003,11/9/2020,278,7263,127.51,64.22
1003,11/2/2020,291,6985,133.47,74.33
1003,10/26/2020,319,6694,146.32,71.52
1003,10/19/2020,155,6375,71.09,75.06
1003,10/12/2020,135,6220,61.92,69.28
1003,9/28/2020,501,5588,229.79,74.54
1003,9/21/2020,109,5087,49.99,79.55
1003,9/14/2020,248,4978,113.75,81.39
1003,9/7/2020,185,4730,84.85,81.18
1003,8/31/2020,378,4545,173.38,79.87
1005,2/8/2021,52,2008,208.99,55.14
1005,2/1/2021,122,1956,490.33,55.91
1005,1/25/2021,104,1834,417.99,44.5
1005,1/18/2021,67,1730,269.28,43.3
1005,1/11/2021,130,1663,522.49,53.4
1005,1/4/2021,116,1533,466.22,48.15
1005,12/28/2020,81,1417,325.55,48.04
1005,12/21/2020,61,1336,245.17,52.79
1005,12/14/2020,51,1275,204.98,46.13
1005,12/7/2020,46,1224,184.88,55.86
1005,11/30/2020,17,1178,68.33,56.89
1005,11/23/2020,31,1161,124.59,64.82
1005,11/16/2020,32,1130,128.61,64.45
1005,11/9/2020,33,1098,132.63,63.96
1005,11/2/2020,32,1065,128.61,72.93
1005,10/26/2020,52,1033,208.99,70.05
1005,10/19/2020,37,981,148.71,72.51
1005,10/12/2020,23,944,92.44,64.54
1005,10/5/2020,35,921,140.67,67.88
1005,9/28/2020,48,886,192.92,70.35
1005,9/21/2020,37,838,148.71,78.35
1005,9/14/2020,23,801,92.44,80.2
1005,9/7/2020,21,778,84.4,80.85
1005,8/31/2020,37,757,148.71,79.11
1007,2/8/2021,37,2346,165.18,53
1007,2/1/2021,80,2309,357.14,52.05
1007,1/25/2021,67,2229,299.11,41.4
1007,1/18/2021,102,2162,455.36,39.8
1007,1/11/2021,175,2060,781.25,50.6
1007,1/4/2021,123,1885,549.11,47.05
1007,12/28/2020,134,1762,598.21,45.65
1007,12/21/2020,173,1628,772.32,48.2
1007,12/14/2020,156,1455,696.43,42.6
1007,12/7/2020,103,1299,459.82,50.3
1007,11/30/2020,54,1196,241.07,54.9
1007,11/23/2020,149,1142,665.18,60.2
1007,11/16/2020,61,993,272.32,62.4
1007,11/9/2020,49,932,218.75,61
1007,11/2/2020,40,883,178.57,72.2
1007,10/26/2020,54,843,241.07,67.65
1007,10/19/2020,51,789,227.68,71.05
1007,10/12/2020,51,738,227.68,65.8
1007,10/5/2020,30,687,133.93,69.6
1007,9/28/2020,21,657,93.75,72.8
1007,9/21/2020,26,636,116.07,78.8
1007,9/14/2020,27,610,120.54,80.35
1007,9/7/2020,29,583,129.46,81.7
1007,8/31/2020,28,554,125,79.95
1009,2/8/2021,200,5920,345.78,53.83
1009,2/1/2021,235,5720,406.29,47.31
1009,1/25/2021,177,5485,306.02,39.1
1009,1/18/2021,228,5308,394.19,37.1
1009,1/11/2021,309,5080,534.23,48.9
1009,1/4/2021,288,4771,497.93,43.95
1009,12/28/2020,249,4483,430.5,42.85
1009,12/21/2020,431,4234,745.16,46.25
1009,12/14/2020,479,3803,828.15,40.5
1009,12/7/2020,327,3324,565.35,47.5
1009,11/30/2020,234,2997,404.56,52.15
1009,11/23/2020,189,2763,326.76,58.05
1009,11/16/2020,239,2574,413.21,59.55
1009,11/9/2020,227,2335,392.46,57.7
1009,11/2/2020,166,2108,287,67.45
1009,10/26/2020,104,1942,179.81,63.25
1009,10/19/2020,116,1838,200.55,65.8
1009,10/12/2020,60,1722,103.73,61
1009,10/5/2020,44,1662,76.07,64.65
1009,9/28/2020,58,1618,100.28,67.95
1009,9/21/2020,96,1560,165.98,74.1
1009,9/14/2020,80,1464,138.31,75.2
1009,9/7/2020,97,1384,167.7,77.45
1009,8/31/2020,152,1287,262.79,74.6
1011,2/8/2021,43,1132,424.15,44.67
1011,1/11/2021,47,957,463.6,50.63
1011,1/4/2021,80,910,789.11,45.55
1011,12/28/2020,76,830,749.65,46
1011,12/21/2020,26,754,256.46,51.25
1011,12/14/2020,14,728,138.09,44.85
1011,12/7/2020,12,714,118.37,55.25
1011,11/30/2020,12,702,118.37,54.85
1011,11/23/2020,13,690,128.23,63.7
1011,11/16/2020,13,677,128.23,62.7
1011,11/9/2020,9,664,88.77,62.9
1011,11/2/2020,6,655,59.18,71.05
1011,10/26/2020,14,649,138.09,66.85
1011,10/19/2020,10,635,98.64,70.55
1011,10/12/2020,12,625,118.37,65.2
1011,10/5/2020,6,613,59.18,68.15
1011,9/28/2020,16,607,157.82,70.8
1011,9/21/2020,11,591,108.5,77.6
1011,9/14/2020,12,580,118.37,79.2
1011,9/7/2020,17,568,167.69,80.75
1011,8/31/2020,15,551,147.96,78.65
1013,2/8/2021,41,1868,208.33,66.25
1013,2/1/2021,79,1827,401.42,58.75
1013,1/25/2021,46,1748,233.74,45.17
1013,1/18/2021,65,1702,330.28,45.83
1013,1/11/2021,83,1637,421.75,47.25
1013,1/4/2021,97,1554,492.89,51
1013,12/28/2020,52,1457,264.23,45.5
1013,12/21/2020,65,1405,330.28,53.57
1013,12/14/2020,96,1340,487.8,44.17
1013,12/7/2020,66,1244,335.37,47
1013,11/30/2020,41,1178,208.33,56.83
1013,11/23/2020,42,1137,213.41,64.7
1013,11/16/2020,41,1095,208.33,74
1013,11/9/2020,28,1054,142.28,59
1013,11/2/2020,13,1026,66.06,74.25
1013,10/26/2020,15,1013,76.22,68.38
1013,10/19/2020,36,998,182.93,68.38
1013,10/12/2020,35,962,177.85,66.75
1013,10/5/2020,13,927,66.06,69.92
1013,9/28/2020,3,914,15.24,72.08
1013,9/21/2020,11,911,55.89,79.67
1013,9/14/2020,8,900,40.65,81.79
1013,9/7/2020,26,892,132.11,83.5
1013,8/31/2020,41,866,208.33,81.17
1015,2/8/2021,364,12426,318.52,51.29
1015,2/1/2021,507,12062,443.66,50.05
1015,1/25/2021,394,11555,344.78,40.85
1015,1/18/2021,624,11161,546.04,39.55
1015,1/11/2021,785,10537,686.93,49.5
1015,1/4/2021,466,9752,407.78,45.2
1015,12/28/2020,602,9286,526.79,45.7
1015,12/21/2020,812,8684,710.55,48.75
1015,12/14/2020,707,7872,618.67,41.44
1015,12/7/2020,735,7165,643.17,50.4
1015,11/30/2020,433,6430,378.9,54.05
1015,11/23/2020,331,5997,289.65,60.78
1015,11/16/2020,449,5666,392.9,62.55
1015,11/9/2020,292,5217,255.52,61.3
1015,11/2/2020,304,4925,266.02,71.9
1015,10/26/2020,519,4621,454.16,66.45
1015,10/19/2020,241,4102,210.89,69.3
1015,10/12/2020,156,3861,136.51,64.2
1015,10/5/2020,157,3705,137.39,68.15
1015,9/28/2020,174,3548,152.26,71.05
1015,9/21/2020,264,3374,231.02,78
1015,9/14/2020,233,3110,203.89,78.8
1015,9/7/2020,310,2877,271.27,81.35
1015,8/31/2020,240,2567,210.02,79.1
1017,1/11/2021,236,2651,702.07,47.88
1017,1/4/2021,186,2415,553.32,42.65
1017,12/28/2020,96,2229,285.59,43.45
1017,12/21/2020,111,2133,330.21,46.7
1017,12/14/2020,107,2022,318.31,39.56
1017,12/7/2020,136,1915,404.58,50.39
1017,11/30/2020,99,1779,294.51,50.8
1017,11/23/2020,108,1680,321.29,60.25
1017,11/16/2020,83,1572,246.91,59.15
1017,11/9/2020,92,1489,273.69,58.05
1017,11/2/2020,45,1397,133.87,65.85
1017,10/26/2020,79,1352,235.01,62.7
1017,10/19/2020,28,1273,83.3,66.8
1017,10/12/2020,37,1245,110.07,61.4
1017,10/5/2020,36,1208,107.1,66.35
1017,9/28/2020,40,1172,118.99,69.65
1017,9/21/2020,35,1132,104.12,76.45
1017,9/14/2020,34,1097,101.15,77.15
1017,9/7/2020,30,1063,89.25,79.6
1017,8/31/2020,62,1033,184.44,77.4
1019,2/8/2021,24,1731,92.19,47.5
1019,2/1/2021,47,1707,180.55,45.9
1019,1/25/2021,55,1660,211.28,39.17
1019,1/18/2021,60,1605,230.49,37.9
1019,1/11/2021,104,1545,399.51,47.1
1019,1/4/2021,69,1441,265.06,41.85
1019,12/28/2020,78,1372,299.63,43.3
1019,12/21/2020,90,1294,345.73,44.9
1019,12/14/2020,94,1204,361.09,39.25
1019,12/7/2020,76,1110,291.95,48.1
1019,11/30/2020,45,1034,172.86,51.45
1019,11/23/2020,77,989,295.79,59.2
1019,11/16/2020,67,912,257.38,58.95
1019,11/9/2020,54,845,207.44,60.05
1019,11/2/2020,46,791,176.71,69.1
1019,10/26/2020,30,745,115.24,64.15
1019,10/19/2020,41,715,157.5,66.55
1019,10/12/2020,32,674,122.93,62.75
1019,10/5/2020,28,642,107.56,65.85
1019,9/28/2020,45,614,172.86,70.45
1019,9/21/2020,51,569,195.91,77.1
1019,9/14/2020,66,518,253.53,77.3
1019,9/7/2020,47,452,180.55,79.75
1019,8/31/2020,28,405,107.56,77.1
1021,2/8/2021,69,3622,156.27,52.36
1021,2/1/2021,85,3553,192.51,51.48
1021,1/25/2021,92,3468,208.37,40.96
1021,1/18/2021,99,3376,224.22,40.32
1021,1/11/2021,223,3277,505.06,50.32
1021,1/4/2021,209,3054,473.35,45.73
1021,12/28/2020,126,2845,285.37,45.4
1021,12/21/2020,166,2719,375.97,47.97
1021,12/14/2020,144,2553,326.14,42.39
1021,12/7/2020,135,2409,305.75,51.66
1021,11/30/2020,105,2274,237.81,54.32
1021,11/23/2020,85,2169,192.51,61.73
1021,11/16/2020,66,2084,149.48,61.82
1021,11/9/2020,60,2018,135.89,61.4
1021,11/2/2020,65,1958,147.22,70.27
1021,10/26/2020,88,1893,199.31,65.9
1021,10/19/2020,72,1805,163.07,69.6
1021,10/12/2020,72,1733,163.07,64.37
1021,10/5/2020,68,1661,154.01,68.46
1021,9/28/2020,91,1593,206.1,71.26
1021,9/21/2020,93,1502,210.63,77.25
1021,9/14/2020,109,1409,246.87,78.36
1021,9/7/2020,106,1300,240.07,80.11
1021,8/31/2020,169,1194,382.76,78.54
1025,2/8/2021,108,3336,451.51,54.21
1025,2/1/2021,195,3228,815.22,55.62
1025,1/25/2021,212,3033,886.29,42.01
1025,1/18/2021,178,2821,744.15,41.72
1025,1/11/2021,182,2643,760.87,52.92
1025,1/4/2021,150,2461,627.09,47.69
1025,12/28/2020,120,2311,501.67,46.22
1025,12/21/2020,140,2191,585.28,49.95
1025,12/14/2020,372,2051,1555.18,44.26
1025,12/7/2020,81,1679,338.63,53.08
1025,11/30/2020,44,1598,183.95,55.09
1025,11/23/2020,51,1554,213.21,62.74
1025,11/16/2020,54,1503,225.75,62.09
1025,11/9/2020,41,1449,171.4,59.6
1025,11/2/2020,55,1408,229.93,71.73
1025,10/26/2020,86,1353,359.53,67.25
1025,10/19/2020,47,1267,196.49,71.44
1025,10/12/2020,62,1220,259.2,65.52
1025,10/5/2020,54,1158,225.75,69.26
1025,9/28/2020,49,1104,204.85,72.08
1025,9/21/2020,13,1055,54.35,78.86
1025,9/14/2020,19,1042,79.43,79.57
1025,9/7/2020,31,1023,129.6,81.17
1025,8/31/2020,53,992,221.57,79.32
1029,2/8/2021,37,1323,246.88,48.24
1029,2/1/2021,65,1286,433.71,48.48
1029,1/25/2021,44,1221,293.59,39.77
1029,1/18/2021,49,1177,326.95,38.37
1029,1/11/2021,79,1128,527.12,48.44
1029,1/4/2021,50,1049,333.62,43.14
1029,12/28/2020,49,999,326.95,43.38
1029,12/21/2020,63,950,420.36,46.43
1029,12/14/2020,61,887,407.02,40.23
1029,12/7/2020,48,826,320.28,48.84
1029,11/30/2020,34,778,226.86,52
1029,11/23/2020,66,744,440.38,59.7
1029,11/16/2020,49,678,326.95,60.1
1029,11/9/2020,38,629,253.55,59.35
1029,11/2/2020,18,591,120.1,68.57
1029,10/26/2020,49,573,326.95,63.89
1029,10/19/2020,55,524,366.98,66.46
1029,10/12/2020,41,469,273.57,61.9
1029,10/5/2020,39,428,260.23,65.48
1029,9/28/2020,57,389,380.33,67.7
1029,9/21/2020,35,332,233.54,74.83
1029,9/14/2020,47,297,313.61,76.45
1029,9/7/2020,44,250,293.59,79
1029,8/31/2020,19,206,126.78,76.26
1031,2/8/2021,169,5091,325.57,55.25
1031,2/1/2021,253,4922,487.39,56.63
1031,1/25/2021,230,4669,443.08,43.31
1031,1/18/2021,258,4439,497.02,44.94
1031,1/11/2021,439,4181,845.71,52.63
1031,1/4/2021,312,3742,601.05,50.43
1031,12/28/2020,203,3430,391.07,48.33
1031,12/21/2020,280,3227,539.41,50.89
1031,12/14/2020,269,2947,518.21,46.38
1031,12/7/2020,195,2678,375.66,57.75
1031,11/30/2020,149,2483,287.04,58.89
1031,11/23/2020,154,2334,296.67,66.5
1031,11/16/2020,180,2180,346.76,63.69
1031,11/9/2020,115,2000,221.54,65.89
1031,11/2/2020,90,1885,173.38,74.17
1031,10/26/2020,155,1795,298.6,70.44
1031,10/19/2020,97,1640,186.87,73.5
1031,10/12/2020,71,1543,136.78,67.5
1031,10/5/2020,107,1472,206.13,70.28
1031,9/28/2020,82,1365,157.97,73.33
1031,9/21/2020,57,1283,109.81,79.88
1031,9/14/2020,81,1226,156.04,82.38
1031,9/7/2020,58,1145,111.73,81.94
1031,8/31/2020,78,1087,150.26,79.78
1033,2/8/2021,135,5880,246.52,48.17
1033,2/1/2021,164,5745,299.48,47.07
1033,1/25/2021,246,5581,449.22,39.69
1033,1/18/2021,226,5335,412.69,37.48
1033,1/11/2021,333,5109,608.09,47.45
1033,1/4/2021,307,4776,560.61,43.07
1033,12/28/2020,296,4469,540.52,41.18
1033,12/21/2020,288,4173,525.91,44.26
1033,12/14/2020,334,3885,609.91,39.79
1033,12/7/2020,255,3551,465.65,45.43
1033,11/30/2020,333,3296,608.09,51.82
1033,11/23/2020,206,2963,376.17,58.01
1033,11/16/2020,278,2757,507.65,59.86
1033,11/9/2020,166,2479,303.13,57.4
1033,11/2/2020,272,2313,496.69,67.19
1033,10/26/2020,135,2041,246.52,63.91
1033,10/19/2020,82,1906,149.74,66.02
1033,10/12/2020,80,1824,146.09,61.51
1033,10/5/2020,69,1744,126,64.96
1033,9/28/2020,66,1675,120.52,70.28
1033,9/21/2020,59,1609,107.74,76.96
1033,9/14/2020,37,1550,67.57,77.82
1033,9/7/2020,47,1513,85.83,81.15
1033,8/31/2020,86,1466,157.04,78.24
1035,2/8/2021,22,1032,179.2,57.71
1035,2/1/2021,30,1010,244.36,59.25
1035,1/25/2021,36,980,293.23,46.3
1035,1/18/2021,36,944,293.23,44.7
1035,1/11/2021,42,908,342.1,54.45
1035,1/4/2021,42,866,342.1,50.05
1035,12/28/2020,15,824,122.18,49.4
1035,12/21/2020,28,809,228.07,54.05
1035,12/14/2020,41,781,333.96,47.15
1035,12/7/2020,52,740,423.56,55.7
1035,11/30/2020,20,688,162.91,57.8
1035,11/23/2020,21,668,171.05,65.7
1035,11/16/2020,40,647,325.81,66.75
1035,11/9/2020,29,607,236.21,64.05
1035,11/2/2020,17,578,138.47,74.95
1035,10/26/2020,7,561,57.02,70.2
1035,10/19/2020,7,554,57.02,75.2
1035,10/12/2020,7,547,57.02,68.1
1035,10/5/2020,3,540,24.44,72.35
1035,9/28/2020,13,537,105.89,74.39
1035,9/21/2020,12,524,97.74,81.11
1035,9/14/2020,13,512,105.89,81.85
1035,9/7/2020,14,499,114.03,83.45
1035,8/31/2020,20,485,162.91,81.85
1039,2/8/2021,163,3752,440.71,57.41
1039,2/1/2021,181,3589,489.37,59.01
1039,1/25/2021,131,3408,354.19,47.29
1039,1/18/2021,100,3277,270.37,45.54
1039,1/11/2021,215,3177,581.3,56.1
1039,1/4/2021,166,2962,448.82,50.73
1039,12/28/2020,71,2796,191.96,50.15
1039,12/21/2020,196,2725,529.93,54.97
1039,12/14/2020,155,2529,419.08,48.42
1039,12/7/2020,170,2374,459.63,58.62
1039,11/30/2020,79,2204,213.59,60.89
1039,11/23/2020,82,2125,221.71,67.99
1039,11/16/2020,99,2043,267.67,68.44
1039,11/9/2020,50,1944,135.19,66.26
1039,11/2/2020,139,1894,375.82,76.27
1039,10/26/2020,108,1755,292,72.66
1039,10/19/2020,77,1647,208.19,76.27
1039,10/12/2020,90,1570,243.34,70.1
1039,10/5/2020,77,1480,208.19,73.55
1039,9/28/2020,92,1403,248.74,74.17
1039,9/21/2020,55,1311,148.7,81.14
1039,9/14/2020,69,1256,186.56,83.45
1039,9/7/2020,91,1187,246.04,84.1
1039,8/31/2020,64,1096,173.04,82.52
1041,2/8/2021,42,1355,303.82,53.5
1041,2/1/2021,65,1313,470.2,55.65
1041,1/25/2021,53,1248,383.39,45.3
1041,1/18/2021,68,1195,491.9,42.35
1041,1/11/2021,148,1127,1070.6,53.75
1041,1/4/2021,67,979,484.66,49.15
1041,12/28/2020,61,912,441.26,47.65
1041,12/21/2020,65,851,470.2,51.4
1041,12/14/2020,39,786,282.12,45
1041,12/7/2020,27,747,195.31,53.6
1041,11/30/2020,17,720,122.97,57.1
1041,11/23/2020,26,703,188.08,66.36
1041,11/16/2020,29,677,209.78,66.05
1041,11/9/2020,24,648,173.61,62.89
1041,11/2/2020,15,624,108.51,71.6
1041,10/26/2020,19,609,137.44,67.45
1041,10/19/2020,23,590,166.38,71.63
1041,10/12/2020,20,567,144.68,67.77
1041,10/5/2020,5,547,36.17,71.06
1041,9/28/2020,19,542,137.44,72.65
1041,9/21/2020,15,523,108.51,78.69
1041,9/14/2020,25,508,180.84,79.91
1041,9/7/2020,11,483,79.57,80.9
1041,8/31/2020,44,472,318.29,78.65
1043,2/8/2021,166,8740,198.94,47.77
1043,2/1/2021,278,8574,333.17,46.58
1043,1/25/2021,260,8296,311.59,37.25
1043,1/18/2021,317,8036,379.9,36.32
1043,1/11/2021,428,7719,512.93,47.12
1043,1/4/2021,517,7291,619.59,41.99
1043,12/28/2020,480,6774,575.25,41.69
1043,12/21/2020,560,6294,671.12,43.86
1043,12/14/2020,664,5734,795.76,39.31
1043,12/7/2020,555,5070,665.13,46.29
1043,11/30/2020,389,4515,466.19,50.11
1043,11/23/2020,382,4126,457.8,57.11
1043,11/16/2020,498,3744,596.82,58.66
1043,11/9/2020,380,3246,455.41,56.92
1043,11/2/2020,358,2866,429.04,67.04
1043,10/26/2020,250,2508,299.61,62.92
1043,10/19/2020,185,2258,221.71,65.71
1043,10/12/2020,102,2073,122.24,60.96
1043,10/5/2020,60,1971,71.91,64.31
1043,9/28/2020,49,1911,58.72,68.93
1043,9/21/2020,87,1862,104.26,75.37
1043,9/14/2020,59,1775,70.71,75.53
1043,9/7/2020,72,1716,86.29,78.13
1043,8/31/2020,101,1644,121.04,75.36
1045,2/8/2021,107,4417,218.56,55.86
1045,2/1/2021,183,4310,373.81,56.85
1045,1/25/2021,142,4127,290.06,47.15
1045,1/18/2021,237,3985,484.11,45.9
1045,1/11/2021,295,3748,602.58,55.85
1045,1/4/2021,252,3453,514.75,49.9
1045,12/28/2020,184,3201,375.85,50.25
1045,12/21/2020,225,3017,459.6,54.3
1045,12/14/2020,255,2792,520.88,48.6
1045,12/7/2020,175,2537,357.46,58.75
1045,11/30/2020,96,2362,196.09,59.83
1045,11/23/2020,81,2266,165.45,67.75
1045,11/16/2020,128,2185,261.46,68
1045,11/9/2020,112,2057,228.78,65.3
1045,11/2/2020,173,1945,353.38,75.05
1045,10/26/2020,147,1772,300.27,71.7
1045,10/19/2020,68,1625,138.9,75.65
1045,10/12/2020,44,1557,89.88,68.9
1045,10/5/2020,114,1513,232.86,71.9
1045,9/28/2020,66,1399,134.81,73.15
1045,9/21/2020,72,1333,147.07,80.55
1045,9/14/2020,97,1261,198.14,82.65
1045,9/7/2020,61,1164,124.6,83
1045,8/31/2020,65,1103,132.77,80.5
1047,2/8/2021,37,3265,96.58,53.1
1047,2/1/2021,92,3228,240.15,53.03
1047,1/25/2021,103,3136,268.86,40.74
1047,1/18/2021,104,3033,271.47,40.35
1047,1/11/2021,85,2929,221.87,50.14
1047,1/4/2021,155,2844,404.59,45.7
1047,12/28/2020,84,2689,219.26,45.1
1047,12/21/2020,113,2605,294.96,48.54
1047,12/14/2020,107,2492,279.3,42.44
1047,12/7/2020,117,2385,305.4,51.07
1047,11/30/2020,66,2268,172.28,53.28
1047,11/23/2020,136,2202,355,61.38
1047,11/16/2020,79,2066,206.21,62.12
1047,11/9/2020,78,1987,203.6,61.06
1047,11/2/2020,37,1909,96.58,71.33
1047,10/26/2020,20,1872,52.21,66.4
1047,10/19/2020,20,1852,52.21,70.67
1047,10/12/2020,24,1832,62.65,65.33
1047,10/5/2020,15,1808,39.15,70.22
1047,9/28/2020,44,1793,114.85,73.06
1047,9/21/2020,28,1749,73.09,78.89
1047,9/14/2020,45,1721,117.46,79.64
1047,9/7/2020,61,1676,159.23,81.61
1047,8/31/2020,67,1615,174.89,79.82
1049,2/8/2021,137,8276,191.92,46.06
1049,2/1/2021,239,8139,334.8,45.77
1049,1/25/2021,212,7900,296.98,37.49
1049,1/18/2021,275,7688,385.23,36.17
1049,1/11/2021,383,7413,536.53,46.56
1049,1/4/2021,296,7030,414.65,40.77
1049,12/28/2020,307,6734,430.06,40.58
1049,12/21/2020,571,6427,799.89,44.25
1049,12/14/2020,506,5856,708.83,38.53
1049,12/7/2020,428,5350,599.57,45.84
1049,11/30/2020,287,4922,402.05,49.74
1049,11/23/2020,409,4635,572.95,56.53
1049,11/16/2020,315,4226,441.27,58.82
1049,11/9/2020,208,3911,291.38,56.84
1049,11/2/2020,242,3703,339.01,67.58
1049,10/26/2020,294,3461,411.85,62.09
1049,10/19/2020,313,3167,438.47,65.15
1049,10/12/2020,231,2854,323.6,60.3
1049,10/5/2020,188,2623,263.36,63.26
1049,9/28/2020,64,2435,89.65,67.83
1049,9/21/2020,87,2371,121.87,74.64
1049,9/14/2020,57,2284,79.85,74.96
1049,9/7/2020,75,2227,105.06,77.82
1049,8/31/2020,78,2152,109.27,75.14
1053,2/8/2021,91,3639,247.63,56.16
1053,2/1/2021,156,3548,424.51,57.24
1053,1/25/2021,199,3392,541.53,43.88
1053,1/18/2021,196,3193,533.36,42.65
1053,1/11/2021,277,2997,753.78,52.75
1053,1/4/2021,176,2720,478.94,48.68
1053,12/28/2020,158,2544,429.96,47.77
1053,12/21/2020,120,2386,326.55,52.33
1053,12/14/2020,155,2266,421.79,46.05
1053,12/7/2020,122,2111,331.99,56.6
1053,11/30/2020,45,1989,122.46,57.17
1053,11/23/2020,62,1944,168.72,65
1053,11/16/2020,52,1882,141.5,64.76
1053,11/9/2020,62,1830,168.72,63.46
1053,11/2/2020,38,1768,103.41,72.93
1053,10/26/2020,21,1730,57.15,69.15
1053,10/19/2020,25,1709,68.03,73.45
1053,10/12/2020,32,1684,87.08,67.27
1053,10/5/2020,38,1652,103.41,71.09
1053,9/28/2020,50,1614,136.06,72.84
1053,9/21/2020,37,1564,100.69,79.04
1053,9/14/2020,56,1527,152.39,80.32
1053,9/7/2020,67,1471,182.32,80.96
1053,8/31/2020,58,1404,157.83,79.69
1055,2/8/2021,269,12819,262.44,48.5
1055,2/1/2021,409,12550,399.02,48.89
1055,1/25/2021,384,12141,374.63,39.5
1055,1/18/2021,606,11757,591.21,38.83
1055,1/11/2021,787,11151,767.8,47.78
1055,1/4/2021,660,10364,643.9,43.94
1055,12/28/2020,721,9704,703.41,43.28
1055,12/21/2020,940,8983,917.06,46.3
1055,12/14/2020,768,8043,749.26,40.8
1055,12/7/2020,836,7275,815.6,47.44
1055,11/30/2020,534,6439,520.97,52.08
1055,11/23/2020,523,5905,510.24,61.19
1055,11/16/2020,457,5382,445.85,60.15
1055,11/9/2020,362,4925,353.17,61.2
1055,11/2/2020,251,4563,244.88,69.75
1055,10/26/2020,292,4312,284.88,65.78
1055,10/19/2020,214,4020,208.78,68.56
1055,10/12/2020,115,3806,112.19,64.15
1055,10/5/2020,151,3691,147.32,67.28
1055,9/28/2020,175,3540,170.73,70.78
1055,9/21/2020,148,3365,144.39,76.72
1055,9/14/2020,141,3217,137.56,78.6
1055,9/7/2020,270,3076,263.41,80.35
1055,8/31/2020,151,2806,147.32,78.13
1057,1/11/2021,115,1585,699.81,50.25
1057,1/4/2021,77,1470,468.57,45.35
1057,12/28/2020,80,1393,486.83,42.2
1057,12/21/2020,137,1313,833.69,44.7
1057,12/14/2020,107,1176,651.13,41.75
1057,12/7/2020,144,1069,876.29,48.15
1057,11/30/2020,81,925,492.91,51.55
1057,11/23/2020,95,844,578.11,59.2
1057,11/16/2020,71,749,432.06,58.95
1057,11/9/2020,68,678,413.8,57.15
1057,11/2/2020,26,610,158.22,66.55
1057,10/26/2020,37,584,225.16,63.05
1057,10/19/2020,32,547,194.73,65.65
1057,10/12/2020,30,515,182.56,61.65
1057,10/5/2020,18,485,109.54,66.25
1057,9/28/2020,41,467,249.5,71.2
1057,9/21/2020,26,426,158.22,77.35
1057,9/14/2020,50,400,304.27,77.8
1057,9/7/2020,35,350,212.99,79.4
1057,8/31/2020,22,315,133.88,76.6
1059,2/8/2021,68,3914,216.82,48.6
1059,2/1/2021,71,3846,226.38,47.02
1059,1/25/2021,100,3775,318.85,38.46
1059,1/18/2021,123,3675,392.18,36.12
1059,1/11/2021,212,3552,675.96,46.78
1059,1/4/2021,171,3340,545.23,43.74
1059,12/28/2020,136,3169,433.63,41.43
1059,12/21/2020,161,3033,513.34,44.08
1059,12/14/2020,172,2872,548.42,38.6
1059,12/7/2020,136,2700,433.63,44.31
1059,11/30/2020,116,2564,369.86,50.9
1059,11/23/2020,104,2448,331.6,56.2
1059,11/16/2020,87,2344,277.4,58.18
1059,11/9/2020,68,2257,216.82,55.29
1059,11/2/2020,128,2189,408.12,65.86
1059,10/26/2020,70,2061,223.19,63.09
1059,10/19/2020,95,1991,302.9,64.94
1059,10/12/2020,46,1896,146.67,59.69
1059,10/5/2020,60,1850,191.31,63.44
1059,9/28/2020,45,1790,143.48,68.68
1059,9/21/2020,52,1745,165.8,75.47
1059,9/14/2020,65,1693,207.25,76.45
1059,9/7/2020,63,1628,200.87,79.3
1059,8/31/2020,89,1565,283.77,76.11
1061,2/8/2021,55,2321,209.01,52.71
1061,2/1/2021,136,2266,516.84,52.2
1061,1/25/2021,105,2130,399.03,42.35
1061,1/18/2021,105,2025,399.03,43
1061,1/11/2021,174,1920,661.24,50.44
1061,1/4/2021,142,1746,539.64,44.35
1061,12/28/2020,107,1604,406.63,50.65
1061,12/21/2020,80,1497,304.02,52.4
1061,12/14/2020,96,1417,364.82,46.9
1061,12/7/2020,78,1321,296.42,56.6
1061,11/30/2020,69,1243,262.22,57.15
1061,11/23/2020,60,1174,228.02,66.05
1061,11/16/2020,82,1114,311.62,63.4
1061,11/9/2020,48,1032,182.41,63.15
1061,11/2/2020,68,984,258.42,71.15
1061,10/26/2020,83,916,315.42,69.5
1061,10/19/2020,37,833,140.61,72
1061,10/12/2020,57,796,216.61,64.4
1061,10/5/2020,101,739,383.83,69.9
1061,9/28/2020,57,638,216.61,72.05
1061,9/21/2020,64,581,243.22,78.4
1061,9/14/2020,45,517,171.01,79.95
1061,9/7/2020,34,472,129.21,80.35
1061,8/31/2020,37,438,140.61,79.25
1063,2/8/2021,21,827,255.07,53.07
1063,2/1/2021,27,806,327.95,51.95
1063,1/25/2021,18,779,218.63,40.87
1063,1/18/2021,27,761,327.95,39.72
